==========================================
SOFTWARE PACKAGE INVENTORY REPORT
==========================================
TimeStamp           : 08-07-2026 19:25:33
Operating System    : Ubuntu 24.04.4 LTS
Package Manager     : apt
Installed Packages  : 2077
Available Updates   : 8

==========================================
INSTALLED PACKAGE LIST
libwireplumber-0.4-0:amd64 0.4.17-1ubuntu4.1 Installed
libwmf-0.2-7:amd64 0.2.13-1.1build3 Installed
libwmf-0.2-7-gtk:amd64 0.2.13-1.1build3 Installed
libwmf0.2-7-gtk:amd64 0.2.13-1.1build3 Installed
libwmflite-0.2-7:amd64 0.2.13-1.1build3 Installed
libwnck-3-0:amd64 43.0-3build4 Installed
libwnck-3-common 43.0-3build4 Installed
libwoff1:amd64 1.0.2-2build1 Installed
libwpd-0.10-10:amd64 0.10.3-2build2 Installed
libwpg-0.3-3:amd64 0.3.4-3build1 Installed
libwps-0.4-4:amd64 0.4.14-2build1 Installed
libwrap0:amd64 7.6.q-33 Installed
libwww-perl 6.76-1ubuntu0.1 Installed
libwww-robotrules-perl 6.02-1 Installed
libx11-6:amd64 2:1.8.7-1build1 Installed
libx11-6:i386 2:1.8.7-1build1 Installed
libx11-data 2:1.8.7-1build1 Installed
libx11-dev:amd64 2:1.8.7-1build1 Installed
libx11-protocol-perl 0.56-9 Installed
libx11-xcb1:amd64 2:1.8.7-1build1 Installed
libx11-xcb1:i386 2:1.8.7-1build1 Installed
libx264-164:amd64 2:0.164.3108+git31e19f9-1 Installed
libx265-199:amd64 3.5-2build1 Installed
libx86emu3:amd64 3.5-1 Installed
libxatracker2:amd64 25.1.7-1ubuntu2~24.04.2 Installed
libxau-dev:amd64 1:1.0.9-1build6 Installed
libxau6:amd64 1:1.0.9-1build6 Installed
libxau6:i386 1:1.0.9-1build6 Installed
libxaw7:amd64 2:1.0.14-1build2 Installed
libxcb-cursor0:amd64 0.1.4-1build1 Installed
libxcb-damage0:amd64 1.15-1ubuntu2 Installed
libxcb-dri2-0:amd64 1.15-1ubuntu2 Installed
libxcb-dri3-0:amd64 1.15-1ubuntu2 Installed
libxcb-dri3-0:i386 1.15-1ubuntu2 Installed
libxcb-glx0:amd64 1.15-1ubuntu2 Installed
libxcb-icccm4:amd64 0.4.1-1.1build3 Installed
libxcb-image0:amd64 0.4.0-2build1 Installed
libxcb-keysyms1:amd64 0.4.0-1build4 Installed
libxcb-present0:amd64 1.15-1ubuntu2 Installed
libxcb-present0:i386 1.15-1ubuntu2 Installed
libxcb-randr0:amd64 1.15-1ubuntu2 Installed
libxcb-randr0:i386 1.15-1ubuntu2 Installed
libxcb-render-util0:amd64 0.3.9-1build4 Installed
libxcb-render0:amd64 1.15-1ubuntu2 Installed
libxcb-res0:amd64 1.15-1ubuntu2 Installed
libxcb-shape0:amd64 1.15-1ubuntu2 Installed
libxcb-shm0:amd64 1.15-1ubuntu2 Installed
libxcb-sync1:amd64 1.15-1ubuntu2 Installed
libxcb-sync1:i386 1.15-1ubuntu2 Installed
libxcb-util1:amd64 0.4.0-1build3 Installed
libxcb-xfixes0:amd64 1.15-1ubuntu2 Installed
libxcb-xfixes0:i386 1.15-1ubuntu2 Installed
libxcb-xinerama0:amd64 1.15-1ubuntu2 Installed
libxcb-xkb1:amd64 1.15-1ubuntu2 Installed
libxcb-xv0:amd64 1.15-1ubuntu2 Installed
libxcb1:amd64 1.15-1ubuntu2 Installed
libxcb1:i386 1.15-1ubuntu2 Installed
libxcb1-dev:amd64 1.15-1ubuntu2 Installed
libxcomposite1:amd64 1:0.4.5-1build3 Installed
libxcursor1:amd64 1:1.2.1-1build1 Installed
libxcvt0:amd64 0.1.2-1build1 Installed
libxdamage1:amd64 1:1.1.6-1build1 Installed
libxdmcp-dev:amd64 1:1.1.3-0ubuntu6 Installed
libxdmcp6:amd64 1:1.1.3-0ubuntu6 Installed
libxdmcp6:i386 1:1.1.3-0ubuntu6 Installed
libxext6:amd64 2:1.3.4-1build2 Installed
libxext6:i386 2:1.3.4-1build2 Installed
libxfixes3:amd64 1:6.0.0-2build1 Installed
libxfont2:amd64 1:2.0.6-1build1 Installed
libxft2:amd64 2.3.6-1build1 Installed
libxi6:amd64 2:1.8.1-1build1 Installed
libxinerama1:amd64 2:1.1.4-3build1 Installed
libxkbcommon-x11-0:amd64 1.6.0-1build1 Installed
libxkbcommon0:amd64 1.6.0-1build1 Installed
libxkbfile1:amd64 1:1.1.0-1build4 Installed
libxkbregistry0:amd64 1.6.0-1build1 Installed
libxklavier16:amd64 5.4-5build2 Installed
libxml-parser-perl 2.47-1ubuntu0.24.04.1 Installed
libxml-twig-perl 1:3.52-2 Installed
libxml-xpathengine-perl 0.14-2 Installed
libxml2:amd64 2.9.14+dfsg-1.3ubuntu3.8 Installed
libxml2:i386 2.9.14+dfsg-1.3ubuntu3.8 Installed
libxmlb2:amd64 0.3.24-1~ubuntu0.24.04.1 Installed
libxmlsec1t64:amd64 1.2.39-5build2 Installed
libxmlsec1t64-nss:amd64 1.2.39-5build2 Installed
libxmu6:amd64 2:1.1.3-3build2 Installed
libxmuu1:amd64 2:1.1.3-3build2 Installed
libxnvctrl0:amd64 510.47.03-0ubuntu4.24.04.1 Installed
libxpm4:amd64 1:3.5.17-1build2 Installed
libxpresent1:amd64 1.0.0-2build2 Installed
libxrandr2:amd64 2:1.5.2-2build1 Installed
libxrender1:amd64 1:0.9.10-1.1build1 Installed
libxres1:amd64 2:1.2.1-1build1 Installed
libxshmfence1:amd64 1.3-1build5 Installed
libxshmfence1:i386 1.3-1build5 Installed
libxslt1.1:amd64 1.1.39-0exp1ubuntu0.24.04.3 Installed
libxss1:amd64 1:1.2.3-1build3 Installed
libxt-dev:amd64 1:1.2.1-1.2build1 Installed
libxt6t64:amd64 1:1.2.1-1.2build1 Installed
libxtables12:amd64 1.8.10-3ubuntu2 Installed
libxtst6:amd64 2:1.2.3-1.1build1 Installed
libxv1:amd64 2:1.0.11-1.1build1 Installed
libxvidcore4:amd64 2:1.3.7-1build1 Installed
libxvmc1:amd64 2:1.0.12-2build3 Installed
libxxf86dga1:amd64 2:1.1.5-1build1 Installed
libxxf86vm1:amd64 1:1.1.4-1build4 Installed
libxxhash0:amd64 0.8.2-2build1 Installed
libyajl2:amd64 2.1.0-5build1 Installed
libyaml-0-2:amd64 0.2.5-1build1 Installed
libyelp0:amd64 42.2-1ubuntu0.24.04.1 Installed
libyuv0:amd64 0.0~git202401110.af6ac82-1 Installed
libzbar0t64:amd64 0.23.93-4build3 Installed
libzimg2:amd64 3.0.5+ds1-1build1 Installed
libzix-0-0:amd64 0.4.2-2build1 Installed
libzmq5:amd64 4.3.5-1build2 Installed
libzstd1:amd64 1.5.5+dfsg2-2build1.1 Installed
libzstd1:i386 1.5.5+dfsg2-2build1.1 Installed
libzvbi-common 0.2.42-2 Installed
libzvbi0t64:amd64 0.2.42-2 Installed
libzxing3:amd64 2.2.1-3 Installed
linux-base 4.5ubuntu9+24.04.2 Installed
linux-firmware 20240318.git3b128b60-0ubuntu2.27 Installed
linux-generic-hwe-24.04 6.17.0-35.35~24.04.1 Installed
linux-headers-6.17.0-29-generic 6.17.0-29.29~24.04.1 Installed
linux-headers-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-headers-generic-hwe-24.04 6.17.0-35.35~24.04.1 Installed
linux-hwe-6.17-headers-6.17.0-29 6.17.0-29.29~24.04.1 Installed
linux-hwe-6.17-headers-6.17.0-35 6.17.0-35.35~24.04.1 Installed
linux-hwe-6.17-tools-6.17.0-29 6.17.0-29.29~24.04.1 Installed
linux-hwe-6.17-tools-6.17.0-35 6.17.0-35.35~24.04.1 Installed
linux-image-6.17.0-29-generic 6.17.0-29.29~24.04.1 Installed
linux-image-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-image-generic-hwe-24.04 6.17.0-35.35~24.04.1 Installed
linux-libc-dev:amd64 6.8.0-134.134 Installed
linux-modules-6.17.0-29-generic 6.17.0-29.29~24.04.1 Installed
linux-modules-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-modules-extra-6.17.0-29-generic 6.17.0-29.29~24.04.1 Installed
linux-modules-extra-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-modules-nvidia-580-open-6.17.0-29-generic 6.17.0-29.29~24.04.1+1 Installed
linux-modules-nvidia-580-open-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-modules-nvidia-580-open-generic-hwe-24.04 6.17.0-35.35~24.04.1 Installed
linux-sound-base 1.0.25+dfsg-0ubuntu7 Installed
linux-tools-6.17.0-29-generic 6.17.0-29.29~24.04.1 Installed
linux-tools-6.17.0-35-generic 6.17.0-35.35~24.04.1 Installed
linux-tools-common 6.8.0-134.134 Installed
locales 2.39-0ubuntu8.7 Installed
login 1:4.13+dfsg1-4ubuntu3.2 Installed
logrotate 3.21.0-2build1 Installed
logsave 1.47.0-2.4~exp1ubuntu4.1 Installed
lp-solve 5.5.2.5-2ubuntu0.1 Installed
lsb-release 12.0-2 Installed
lshw 02.19.git.2021.06.19.996aaad9c7-2ubuntu0.24.04.1 Installed
lsof 4.95.0-1build3 Installed
lto-disabled-list 47 Installed
m17n-db 1.8.5-1 Installed
make 4.3-4.1build2 Installed
man-db 2.12.0-4build2 Installed
manpages 6.7-2 Installed
manpages-dev 6.7-2 Installed
mawk 1.3.4.20240123-1build1 Installed
mecab-ipadic 2.7.0-20070801+main-3 Installed
mecab-ipadic-utf8 2.7.0-20070801+main-3 Installed
mecab-utils 0.996-14ubuntu4 Installed
media-player-info 24-3 Installed
media-types 10.1.0 Installed
memtest86+ 7.00-1build1 Installed
mesa-libgallium:amd64 25.2.8-0ubuntu0.24.04.2 Installed
mesa-libgallium:i386 25.2.8-0ubuntu0.24.04.2 Installed
mesa-va-drivers:amd64 25.2.8-0ubuntu0.24.04.2 Installed
mesa-vdpau-drivers:amd64 25.2.8-0ubuntu0.24.04.2 Installed
mesa-vulkan-drivers:amd64 25.2.8-0ubuntu0.24.04.2 Installed
mobile-broadband-provider-info 20230416-1 Installed
modemmanager 1.23.4-0ubuntu2 Installed
mokutil 0.6.0-2build3 Installed
mount 2.39.3-9ubuntu6.5 Installed
mousetweaks 3.32.0-4build2 Installed
mpv 0.37.0-1ubuntu4 Installed
mscompress 0.4-10build1 Installed
mtr-tiny 0.95-1.1ubuntu0.1 Installed
mutter-common 46.2-1ubuntu0.24.04.15 Installed
mutter-common-bin 46.2-1ubuntu0.24.04.15 Installed
mysql-client-8.0 8.0.46-0ubuntu0.24.04.3 Installed
mysql-client-core-8.0 8.0.46-0ubuntu0.24.04.3 Installed
mysql-common 5.8+1.1.0build1 Installed
mysql-connector-j 9.5.0-1ubuntu25.04 Installed
mysql-server 8.0.46-0ubuntu0.24.04.3 Installed
mysql-server-8.0 8.0.46-0ubuntu0.24.04.3 Installed
mysql-server-core-8.0 8.0.46-0ubuntu0.24.04.3 Installed
mythes-en-au 2.1-6 Installed
mythes-en-us 1:24.2.1-1 Installed
nano 7.2-2ubuntu0.2 Installed
nautilus 1:46.4-0ubuntu0.2 Installed
nautilus-data 1:46.4-0ubuntu0.2 Installed
nautilus-extension-gnome-terminal:amd64 3.52.0-1ubuntu2 Installed
nautilus-sendto 3.8.6-7build2 Installed
ncurses-base 6.4+20240113-1ubuntu2.1 Installed
ncurses-bin 6.4+20240113-1ubuntu2.1 Installed
net-tools 2.10-0.1ubuntu4.4 Installed
netbase 6.4 Installed
netcat-openbsd 1.226-1ubuntu2 Installed
netplan-generator 1.1.2-8ubuntu1~24.04.2 Installed
netplan.io 1.1.2-8ubuntu1~24.04.2 Installed
network-manager 1.46.0-1ubuntu2.7 Installed
network-manager-config-connectivity-ubuntu 1.46.0-1ubuntu2.7 Installed
network-manager-gnome 1.34.0-1ubuntu3 Installed
network-manager-openvpn 1.10.2-4ubuntu0.2 Installed
network-manager-openvpn-gnome 1.10.2-4ubuntu0.2 Installed
network-manager-pptp 1.2.12-3build2 Installed
network-manager-pptp-gnome 1.2.12-3build2 Installed
networkd-dispatcher 2.2.4-1 Installed
nftables 1.0.9-1ubuntu0.1 Installed
nmap 7.94+git20230807.3be01efb1+dfsg-3build2 Installed
nmap-common 7.94+git20230807.3be01efb1+dfsg-3build2 Installed
ntfs-3g 1:2022.10.3-1.2ubuntu3.1 Installed
numactl 2.0.18-1ubuntu0.24.04.1 Installed
nvidia-compute-utils-580 580.159.03-0ubuntu0.24.04.1 Installed
nvidia-driver-580-open 580.159.03-0ubuntu0.24.04.1 Installed
nvidia-firmware-580-580.159.03 580.159.03-0ubuntu0.24.04.1 Installed
nvidia-kernel-common-580 580.159.03-0ubuntu0.24.04.1 Installed
nvidia-kernel-source-580-open 580.159.03-0ubuntu0.24.04.1 Installed
nvidia-prime 0.8.17.2 Installed
nvidia-settings 510.47.03-0ubuntu4.24.04.1 Installed
nvidia-utils-580 580.159.03-0ubuntu0.24.04.1 Installed
ocl-icd-libopencl1:amd64 2.3.2-1build1 Installed
ocl-icd-libopencl1:i386 2.3.2-1build1 Installed
openjdk-25-jdk:amd64 25.0.3+9-2~24.04.2 Installed
openjdk-25-jdk-headless:amd64 25.0.3+9-2~24.04.2 Installed
openjdk-25-jre:amd64 25.0.3+9-2~24.04.2 Installed
openjdk-25-jre-headless:amd64 25.0.3+9-2~24.04.2 Installed
openprinting-ppds 20230202-1 Installed
openssh-client 1:9.6p1-3ubuntu13.16 Installed
openssl 3.0.13-0ubuntu3.11 Installed
openvpn 2.6.19-0ubuntu0.24.04.2 Installed
orca 46.1-1ubuntu1 Installed
os-prober 1.81ubuntu4 Installed
p11-kit 0.25.3-4ubuntu2.1 Installed
p11-kit-modules:amd64 0.25.3-4ubuntu2.1 Installed
packagekit 1.2.8-2ubuntu1.5 Installed
packagekit-tools 1.2.8-2ubuntu1.5 Installed
parted 3.6-4build1 Installed
passwd 1:4.13+dfsg1-4ubuntu3.2 Installed
patch 2.7.6-7build3 Installed
pci.ids 0.0~2024.03.31-1ubuntu0.1 Installed
pciutils 1:3.10.0-2build1 Installed
pcmciautils 018-14build1 Installed
perl 5.38.2-3.2ubuntu0.3 Installed
perl-base 5.38.2-3.2ubuntu0.3 Installed
perl-modules-5.38 5.38.2-3.2ubuntu0.3 Installed
perl-openssl-defaults:amd64 7build3 Installed
pinentry-curses 1.2.1-3ubuntu5 Installed
pinentry-gnome3 1.2.1-3ubuntu5 Installed
pipewire:amd64 1.0.5-1ubuntu3.2 Installed
pipewire-alsa:amd64 1.0.5-1ubuntu3.2 Installed
pipewire-audio 1.0.5-1ubuntu3.2 Installed
pipewire-bin 1.0.5-1ubuntu3.2 Installed
pipewire-pulse 1.0.5-1ubuntu3.2 Installed
pkexec 124-2ubuntu1.24.04.3 Installed
pkg-config:amd64 1.8.1-2build1 Installed
pkgconf:amd64 1.8.1-2build1 Installed
pkgconf-bin 1.8.1-2build1 Installed
plymouth 24.004.60-1ubuntu7.1 Installed
plymouth-label 24.004.60-1ubuntu7.1 Installed
plymouth-theme-spinner 24.004.60-1ubuntu7.1 Installed
plymouth-theme-ubuntu-text 24.004.60-1ubuntu7.1 Installed
pocketsphinx-en-us 0.8.0+real5prealpha+1-15ubuntu5 Installed
policykit-1 124-2ubuntu1.24.04.3 Installed
policykit-desktop-privileges 0.22 Installed
polkitd 124-2ubuntu1.24.04.3 Installed
poppler-data 0.4.12-1 Installed
poppler-utils 24.02.0-1ubuntu9.9 Installed
power-profiles-daemon 0.21-1ubuntu1 Installed
powermgmt-base 1.37ubuntu0.1 Installed
ppp 2.4.9-1+1.1ubuntu4 Installed
pptp-linux 1.10.0-1build4 Installed
printer-driver-brlaser 6-3build2 Installed
printer-driver-c2esp 27-11ubuntu7 Installed
printer-driver-foo2zjs 20200505dfsg0-2ubuntu6 Installed
printer-driver-foo2zjs-common 20200505dfsg0-2ubuntu6 Installed
printer-driver-hpcups 3.23.12+dfsg0-0ubuntu5.1 Installed
printer-driver-m2300w 0.51-15build2 Installed
printer-driver-min12xxw 0.0.9-11build3 Installed
printer-driver-pnm2ppa 1.13+nondbs-0ubuntu10 Installed
printer-driver-postscript-hp 3.23.12+dfsg0-0ubuntu5.1 Installed
printer-driver-ptouch 1.7-1build2 Installed
printer-driver-pxljr 1.4+repack0-6build2 Installed
printer-driver-sag-gdi 0.1-8 Installed
printer-driver-splix 2.0.0+svn315-7fakesync1ubuntu1 Installed
procps 2:4.0.4-4ubuntu3.2 Installed
protonvpn-stable-release 1.0.8 Installed
psmisc 23.7-1build1 Installed
publicsuffix 20231001.0357-0.1 Installed
python-apt-common 2.7.7ubuntu5.2 Installed
python-babel-localedata 2.10.3-3build1 Installed
python-matplotlib-data 3.6.3-1ubuntu5 Installed
python-odf-doc 1.4.2-2 Installed
python-odf-tools 1.4.2-2 Installed
python-tables-data 3.9.2-1build3 Installed
python3 3.12.3-0ubuntu2.1 Installed
python3-appdirs 1.4.4-4 Installed
python3-apport 2.28.1-0ubuntu3.8 Installed
python3-apt 2.7.7ubuntu5.2 Installed
python3-aptdaemon 1.1.1+bzr982-0ubuntu44 Installed
python3-aptdaemon.gtk3widgets 1.1.1+bzr982-0ubuntu44 Installed
python3-attr 23.2.0-2 Installed
python3-babel 2.10.3-3build1 Installed
python3-bcrypt 3.2.2-1build1 Installed
python3-blinker 1.7.0-1 Installed
python3-bottleneck 1.3.5+ds1-3build1 Installed
python3-bpfcc 0.29.1+ds-1ubuntu7 Installed
python3-brlapi:amd64 6.6-4ubuntu5 Installed
python3-brotli 1.1.0-2build2 Installed
python3-bs4 4.12.3-1 Installed
python3-build 1.0.3-2 Installed
python3-cairo 1.25.1-2build2 Installed
python3-certifi 2023.11.17-1 Installed
python3-cffi-backend:amd64 1.16.0-2build1 Installed
python3-chardet 5.2.0+dfsg-1 Installed
python3-click 8.1.6-2 Installed
python3-colorama 0.4.6-4 Installed
python3-commandnotfound 23.04.0 Installed
python3-configobj 5.0.8-3 Installed
python3-contourpy 1.0.7-2build1 Installed
python3-cpuinfo 9.0.0-1 Installed
python3-cryptography 41.0.7-4ubuntu0.4 Installed
python3-cssselect 1.2.0-2 Installed
python3-cups:amd64 2.0.1-5build6 Installed
python3-cupshelpers 1.5.18-1ubuntu9 Installed
python3-cycler 0.11.0-2 Installed
python3-dateutil 2.8.2-3ubuntu1 Installed
python3-dbus 1.3.2-5build3 Installed
python3-debconf 1.5.86ubuntu1 Installed
python3-debian 0.1.49ubuntu2 Installed
python3-decorator 5.1.1-5 Installed
python3-defer 1.0.6-2.1ubuntu1 Installed
python3-defusedxml 0.7.1-2 Installed
python3-dev 3.12.3-0ubuntu2.1 Installed
python3-distro 1.9.0-1 Installed
python3-distro-info 1.7build1 Installed
python3-distupgrade 1:24.04.28 Installed
python3-et-xmlfile 1.0.1-2.1 Installed
python3-fasteners 0.18-2 Installed
python3-fonttools 4.46.0-1build2 Installed
python3-fs 2.4.16-3 Installed
python3-gdbm:amd64 3.12.3-0ubuntu1 Installed
python3-gi 3.48.2-1 Installed
python3-gi-cairo 3.48.2-1 Installed
python3-html5lib 1.1-6 Installed
python3-httplib2 0.20.4-3 Installed
python3-ibus-1.0 1.5.29-2 Installed
python3-idna 3.6-2ubuntu0.1 Installed
python3-importlib-metadata 4.12.0-1 Installed
python3-jaraco.classes 3.2.1-4 Installed
python3-jeepney 0.8.0-3 Installed
python3-jinja2 3.1.2-1ubuntu1.3 Installed
python3-json-pointer 2.0-0ubuntu1 Installed
python3-jsonpatch 1.32-3 Installed
python3-jsonschema 4.10.3-2ubuntu1 Installed
python3-jwt 2.7.0-1ubuntu0.1 Installed
python3-keyring 24.3.1-1 Installed
python3-kiwisolver 1.4.4-2build1 Installed
python3-launchpadlib 1.11.0-6 Installed
python3-lazr.restfulclient 0.14.6-1 Installed
python3-lazr.uri 1.0.6-3 Installed
python3-louis 3.29.0-1build1 Installed
python3-lxml:amd64 5.2.1-1 Installed
python3-lz4 4.0.2+dfsg-1build4 Installed
python3-mako 1.3.2-1ubuntu0.1 Installed
python3-markdown-it 3.0.0-2 Installed
python3-markupsafe 2.1.5-1build2 Installed
python3-matplotlib 3.6.3-1ubuntu5 Installed
python3-mdurl 0.1.2-1 Installed
python3-minimal 3.12.3-0ubuntu2.1 Installed
python3-monotonic 1.6-2 Installed
python3-more-itertools 10.2.0-1 Installed
python3-mpmath 1.2.1-3 Installed
python3-mutagen 1.46.0-2 Installed
python3-nacl 1.5.0-4build1 Installed
python3-netaddr 0.8.0-2ubuntu1 Installed
python3-netifaces:amd64 0.11.0-2build3 Installed
python3-netplan 1.1.2-8ubuntu1~24.04.2 Installed
python3-numexpr 2.9.0-1build1 Installed
python3-numpy 1:1.26.4+ds-6ubuntu1 Installed
python3-oauthlib 3.2.2-1 Installed
python3-odf 1.4.2-2 Installed
python3-olefile 0.46-3 Installed
python3-openpyxl 3.1.2+dfsg-6 Installed
python3-openssl 23.2.0-1ubuntu0.1 Installed
python3-packaging 24.0-1 Installed
python3-pandas 2.1.4+dfsg-7 Installed
python3-pandas-lib:amd64 2.1.4+dfsg-7 Installed
python3-paramiko 2.12.0-2ubuntu4.1 Installed
python3-pexpect 4.9-2 Installed
python3-pil:amd64 10.2.0-1ubuntu1.2 Installed
python3-pil.imagetk:amd64 10.2.0-1ubuntu1.2 Installed
python3-pip 24.0+dfsg-1ubuntu1.3 Installed
python3-pip-whl 24.0+dfsg-1ubuntu1.3 Installed
python3-pkg-resources 68.1.2-2ubuntu1.2 Installed
python3-problem-report 2.28.1-0ubuntu3.8 Installed
python3-ptyprocess 0.7.0-5 Installed
python3-pycryptodome 3.20.0+dfsg-1 Installed
python3-pygame 2.5.2-2 Installed
python3-pygments 2.17.2+dfsg-1 Installed
python3-pyparsing 3.1.1-1 Installed
python3-pyproject-hooks 1.0.0-2 Installed
python3-pyrsistent:amd64 0.20.0-1build2 Installed
python3-requests 2.31.0+dfsg-1ubuntu1.1 Installed
python3-rich 13.7.1-1 Installed
python3-scipy 1.11.4-6build1 Installed
python3-secretstorage 3.3.3-3 Installed
python3-serial 3.5-2 Installed
python3-setuptools 68.1.2-2ubuntu1.2 Installed
python3-setuptools-whl 68.1.2-2ubuntu1.2 Installed
python3-six 1.16.0-4 Installed
python3-software-properties 0.99.49.4 Installed
python3-soupsieve 2.5-1 Installed
python3-speechd 0.12.0~rc2-2build3 Installed
python3-sss 2.9.4-1.1ubuntu6.5 Installed
python3-sympy 1.12-7 Installed
python3-systemd 235-1build4 Installed
python3-tables 3.9.2-1build3 Installed
python3-tables-lib 3.9.2-1build3 Installed
python3-tk:amd64 3.12.3-0ubuntu1 Installed
python3-toml 0.10.2-1 Installed
python3-typing-extensions 4.10.0-1 Installed
python3-tz 2024.1-2 Installed
python3-ufolib2 0.16.0+dfsg1-1 Installed
python3-unicodedata2 15.1.0+ds-1build1 Installed
python3-uno 4:24.2.7-0ubuntu0.24.04.5 Installed
python3-update-manager 1:24.04.12 Installed
python3-urllib3 2.0.7-1ubuntu0.7 Installed
python3-wadllib 1.3.6-5 Installed
python3-webencodings 0.5.1-5 Installed
python3-websockets 10.4-1 Installed
python3-wheel 0.42.0-2 Installed
python3-xdg 0.28-2 Installed
python3-xkit 0.5.0ubuntu6 Installed
python3-yaml 6.0.1-2build2 Installed
python3-zipp 1.0.0-6ubuntu0.1 Installed
python3.12 3.12.3-1ubuntu0.15 Installed
python3.12-dev 3.12.3-1ubuntu0.15 Installed
python3.12-minimal 3.12.3-1ubuntu0.15 Installed
python3.12-venv 3.12.3-1ubuntu0.15 Installed
readline-common 8.2-4build1 Installed
remmina 1.4.35+dfsg-0ubuntu5.2 Installed
remmina-common 1.4.35+dfsg-0ubuntu5.2 Installed
remmina-plugin-rdp:amd64 1.4.35+dfsg-0ubuntu5.2 Installed
remmina-plugin-secret:amd64 1.4.35+dfsg-0ubuntu5.2 Installed
remmina-plugin-vnc:amd64 1.4.35+dfsg-0ubuntu5.2 Installed
rfkill 2.39.3-9ubuntu6.5 Installed
rhythmbox 3.4.7-2ubuntu6 Installed
rhythmbox-data 3.4.7-2ubuntu6 Installed
rhythmbox-plugin-alternative-toolbar 0.20.4-1 Installed
rhythmbox-plugins 3.4.7-2ubuntu6 Installed
rpcsvc-proto 1.4.2-0ubuntu7 Installed
rsync 3.2.7-1ubuntu1.5 Installed
rsyslog 8.2312.0-3ubuntu9.2 Installed
rtkit 0.13-5build1 Installed
rygel 0.42.5-1ubuntu3 Installed
samba-libs:amd64 2:4.19.5+dfsg-4ubuntu9.6 Installed
sane-airscan 0.99.29-0ubuntu4 Installed
sane-utils 1.2.1-7build4 Installed
sbsigntool 0.9.4-3.1ubuntu7 Installed
screen-resolution-extra 0.18.3ubuntu0.24.04.1 Installed
seahorse 43.0-3build2 Installed
secureboot-db 1.9build1 Installed
sed 4.9-2ubuntu0.24.04.1 Installed
sensible-utils 0.0.22 Installed
session-migration 0.3.9build1 Installed
sgml-base 1.31 Installed
sgml-data 2.0.11+nmu1 Installed
shared-mime-info 2.4-4 Installed
shim-signed 1.58+15.8-0ubuntu1 Installed
shotwell 0.32.6-1ubuntu3 Installed
shotwell-common 0.32.6-1ubuntu3 Installed
simple-scan 46.0-0ubuntu2.1 Installed
snapd 2.75.2+ubuntu24.04 Installed
socat 1.8.0.0-4ubuntu0.1 Installed
software-properties-common 0.99.49.4 Installed
software-properties-gtk 0.99.49.4 Installed
sound-icons 0.1-8 Installed
sound-theme-freedesktop 0.8-2ubuntu1 Installed
speech-dispatcher 0.12.0~rc2-2build3 Installed
speech-dispatcher-audio-plugins:amd64 0.12.0~rc2-2build3 Installed
speech-dispatcher-espeak-ng 0.12.0~rc2-2build3 Installed
spice-vdagent 0.22.1-4build3 Installed
squashfs-tools 1:4.6.1-1build1 Installed
ssl-cert 1.1.2ubuntu1 Installed
sssd 2.9.4-1.1ubuntu6.5 Installed
sssd-ad 2.9.4-1.1ubuntu6.5 Installed
sssd-ad-common 2.9.4-1.1ubuntu6.5 Installed
sssd-common 2.9.4-1.1ubuntu6.5 Installed
sssd-ipa 2.9.4-1.1ubuntu6.5 Installed
sssd-krb5 2.9.4-1.1ubuntu6.5 Installed
sssd-krb5-common 2.9.4-1.1ubuntu6.5 Installed
sssd-ldap 2.9.4-1.1ubuntu6.5 Installed
sssd-proxy 2.9.4-1.1ubuntu6.5 Installed
strace 6.8-0ubuntu2 Installed
sudo 1.9.15p5-3ubuntu5.24.04.2 Installed
switcheroo-control 2.6-2build2 Installed
sysstat 12.6.1-2 Installed
system-config-printer-common 1.5.18-1ubuntu9 Installed
system-config-printer-udev 1.5.18-1ubuntu9 Installed
systemd 255.4-1ubuntu8.16 Installed
systemd-dev 255.4-1ubuntu8.16 Installed
systemd-hwe-hwdb 255.1.7 Installed
systemd-oomd 255.4-1ubuntu8.16 Installed
systemd-resolved 255.4-1ubuntu8.16 Installed
systemd-sysv 255.4-1ubuntu8.16 Installed
systemd-timesyncd 255.4-1ubuntu8.16 Installed
sysvinit-utils 3.08-6ubuntu3 Installed
tar 1.35+dfsg-3ubuntu0.2 Installed
tcl 8.6.14build1 Installed
tcl8.6 8.6.14+dfsg-1build1 Installed
tcpdump 4.99.4-3ubuntu4.24.04.1 Installed
tecla 46.0-1ubuntu0.1 Installed
telnet 0.17+2.5-3ubuntu4.2 Installed
thermald 2.5.6-2ubuntu0.24.04.5 Installed
thunderbird 2:1snap1-0ubuntu3 Installed
thunderbird-locale-en 2:1snap1-0ubuntu3 Installed
thunderbird-locale-en-gb 2:1snap1-0ubuntu3 Installed
thunderbird-locale-en-us 2:1snap1-0ubuntu3 Installed
time 1.9-0.2build1 Installed
timgm6mb-soundfont 1.3-5 Installed
tk8.6-blt2.5 2.5.3+dfsg-7build1 Installed
tnftp 20230507-2build3 Installed
totem 43.0-2ubuntu4 Installed
